SKU,productCategoryId,productCategory_caption_UKR,productCategory_caption_RU,productCategory_caption_ENG,productTypeId,productType_caption_UKR,productType_caption_RU,productType_caption_ENG,brandId,lagerUnitQuantity,lagerUnitTypeId,lagerUnitType_caption,trademark,countryOfOrigin,countryOfOrigin_caption,commodity_group,commodity_group_caption_UKR,commodity_group_caption_RU,commodity_group_caption_ENG
87516,6458.0,Сири напівтверді пластової,Сыры полутвердые пластовой,Semi-hard layered cheese,1905.0,напівтверді сири - Дорожчі - Національний - Вітчизняний - Копчений,полутвердые сыры - Более дорогие - Национальный - Отечественный - Копченый,semi-hard cheese — More expensive — National — Domestic — Smoked,2737.0,1.0,2,кг        ,5340.0,16.0,Польща,5550352,Сири на вагу,Сыры весовые,Cheese
88466,5835.0,Вода України газована,Вода Украины газированная,"Water, Ukraine, sparkling",3469.0,Столова вода - Україна - ПЕТ - від 1л до 2л - Сильногазированная,Столовая вода - Украина - ПЭТ - от 1л до 2л - Сильногазированная,Table water — Ukraine — PET — from 1 to 2 L — Strongly sparkling,644.0,2.0,3,л         ,6092.0,1.0,Україна,5550022,Вода Мфнеральна,Вода Минеральная,Mineral water
88467,5834.0,Вода України негазована,Вода Украины негазированная,"Water, Ukraine, still",3468.0,Столова вода - Україна - ПЕТ - від 1л до 2л - Негазована,Столовая вода - Украина - ПЭТ - от 1л до 2л - Негазированная,Table water — Ukraine — PET — from 1 to 2 L — Still,644.0,2.0,3,л         ,6092.0,1.0,Україна,5550022,Вода Мфнеральна,Вода Минеральная,Mineral water
89074,2658.0,Бісквіти молочні,Бисквиты молочные,Milk cakes,85.0,бісквіт,Бисквит,Sponge cake,2724.0,28.0,1,г         ,1835.0,,,5550259,Йогуртно-десертна продукція,Йогуртно-Десертная продукция,Yogurts
89076,2658.0,Бісквіти молочні,Бисквиты молочные,Milk cakes,85.0,бісквіт,Бисквит,Sponge cake,2724.0,30.0,1,г         ,1835.0,,,5550259,Йогуртно-десертна продукція,Йогуртно-Десертная продукция,Yogurts
95072,5837.0,Вода імпортна негазована,Вода импортная негазированная,"Water, import, still",3460.0,Столова вода - Імпорт - ПЕТ,Столовая вода - Импорт - ПЭТ,Table water — Import — PET,2737.0,1.5,3,л         ,5098.0,1.0,Україна,5550022,Вода Мфнеральна,Вода Минеральная,Mineral water
95073,5838.0,Вода імпортна газована,Вода импортная газированная,"Water, import, sparkling",3460.0,Столова вода - Імпорт - ПЕТ,Столовая вода - Импорт - ПЭТ,Table water — Import — PET,2737.0,0.5,3,л         ,5098.0,7.0,Італія,5550022,Вода Мфнеральна,Вода Минеральная,Mineral water
95074,5837.0,Вода імпортна негазована,Вода импортная негазированная,"Water, import, still",3460.0,Столова вода - Імпорт - ПЕТ,Столовая вода - Импорт - ПЭТ,Table water — Import — PET,2737.0,0.5,3,л         ,5098.0,1.0,Україна,5550022,Вода Мфнеральна,Вода Минеральная,Mineral water
95513,7250.0,,Сырок глазурованный,,3104.0,,Десерты НП - сырок глазированный,,1594.0,50.0,1,г         ,1089.0,,,5550259,Йогуртно-десертна продукція,Йогуртно-Десертная продукция,Yogurts
96115,5417.0,Екзотичні фрукти,Экзотические фрукты,Exotic fruit,4772.0,Тропічні фрукти - Екзотичні,Тропические фрукты - Экзотические,Tropical fruit — Exotic,,1.0,1,г         ,,,,5551018,Фрукти тропічні,Фрукты тропические,Tropical fruits
96123,5432.0,Грейпфрут,Грейпфрут,Grapefruit,4776.0,Цитрусові фрукти - Грейпфрут - Сортовий,Цитрусовые фрукты - Грейпфрут - Сортовой,Citrus fruit — Grapefruit — Graded,,1.0,1,г         ,,37.0,Греція,5551018,Фрукти тропічні,Фрукты тропические,Tropical fruits
96231,5426.0,Інжир,Инжир,Figs,4762.0,Тропічні фрукти - Інжир,Тропические фрукты - Инжир,Tropical fruit — Fig,,1.0,1,г         ,,,,5551018,Фрукти тропічні,Фрукты тропические,Tropical fruits
114475,5423.0,Айва,Айва,Quince,4756.0,Тропічні фрукти - Айва,Тропические фрукты - Айва,Tropical fruit — Quince,,1.0,1,г         ,,,,5551018,Фрукти тропічні,Фрукты тропические,Tropical fruits
120911,5431.0,Апельсин,Апельсин,Orange,4774.0,Цитрусові фрукти - Апельсин - Сортовий,Цитрусовые фрукты - Апельсин - Сортовой,Citrus fruit — Orange — Graded,,1.0,1,г         ,,,,5551018,Фрукти тропічні,Фрукты тропические,Tropical fruits
122936,5834.0,Вода України негазована,Вода Украины негазированная,"Water, Ukraine, still",3468.0,Столова вода - Україна - ПЕТ - від 1л до 2л - Негазована,Столовая вода - Украина - ПЭТ - от 1л до 2л - Негазированная,Table water — Ukraine — PET — from 1 to 2 L — Still,2693.0,1.5,3,л         ,1246.0,1.0,Україна,5550022,Вода Мфнеральна,Вода Минеральная,Mineral water
124107,5381.0,Банан,Банан,Banana,4753.0,Банан - Сортовий,Банан - Сортовой,Banana — Graded,,1.0,1,г         ,,,,5551018,Фрукти тропічні,Фрукты тропические,Tropical fruits
126831,5434.0,Лимон,Лимон,Lemon,4779.0,Цитрусові фрукти - Лимон - Сортовий,Цитрусовые фрукты - Лимон - Сортовой,Citrus fruit — Lemon — Graded,,1.0,2,кг        ,,38.0,Туреччина,5551018,Фрукти тропічні,Фрукты тропические,Tropical fruits
132350,5837.0,Вода імпортна негазована,Вода импортная негазированная,"Water, import, still",3460.0,Столова вода - Імпорт - ПЕТ,Столовая вода - Импорт - ПЭТ,Table water — Import — PET,2084.0,1.5,3,л         ,5138.0,6.0,Франція,5550022,Вода Мфнеральна,Вода Минеральная,Mineral water
134379,2658.0,Бісквіти молочні,Бисквиты молочные,Milk cakes,85.0,бісквіт,Бисквит,Sponge cake,2724.0,35.0,1,г         ,1835.0,,,5550259,Йогуртно-десертна продукція,Йогуртно-Десертная продукция,Yogurts
134544,5428.0,Ківі,Киви,Kiwi,4763.0,Тропічні фрукти - Ківі - Звичайний,Тропические фрукты - Киви - Обычный,Tropical fruit — Kiwi— Plain,,1.0,1,г         ,,,,5551018,Фрукти тропічні,Фрукты тропические,Tropical fruits
136811,5422.0,Авокадо,Авокадо,Avocado,4755.0,Тропічні фрукти - Авокадо - Ready to Eat,Тропические фрукты - Авокадо - Ready to Eat,Tropical fruit — Avocado — Ready to Eat,,1.0,6,шт        ,,,,5551018,Фрукти тропічні,Фрукты тропические,Tropical fruits
